x,y,speed,heading,fix_quality
831510.416545462,1644276.012561054,0.8887060000000001,12.32,4
831510.494852995,1644276.844371004,0.85838,8.57,4
831510.626255224,1644277.732295313,0.859408,8.12,4
831510.829214156,1644278.639667318,0.901556,11.54,4
831510.996267407,1644279.546544058,0.8845940000000001,8.98,4
831511.182037245,1644280.398296985,0.8753420000000001,14.16,4
831511.367807062,1644281.250049917,0.8712300000000001,13.69,4
831511.517162026,1644282.138221883,0.8845940000000001,10.04,4
831511.738582858,1644283.008927248,0.8738,11.59,4
831511.906145202,1644283.878889707,0.8470719999999999,13.83,4
831512.073962115,1644284.730395020,0.8917900000000001,12.53,4
831512.259731838,1644285.582147975,0.870202,18.36,4
831512.445246942,1644286.452358086,0.8959020000000001,11.66,5
831512.612554612,1644287.340777713,0.897444,14.35,5
831512.797305892,1644288.266359286,0.9020699999999999,18.06,5
