x,y,speed,heading,fix_quality
661692.554520303,1509880.252959572,0.7663740000000001,175.64,5
661692.595465384,1509879.460364931,0.789504,176.86,5
661692.654554657,1509878.649443763,0.820858,176.17,5
661692.713757506,1509877.820084995,0.7704860000000001,180.82,5
661692.773073932,1509876.972288627,0.8845940000000001,172.41,5
661692.850988865,1509876.032415333,0.8280540000000001,175.08,5
661693.227784887,1509855.844798919,0.357744,178.54,5
661693.268843516,1509855.033766688,0.42919,178.28,5
661693.329068544,1509854.038469534,0.5946980000000001,176.85,5
661693.368991408,1509853.411813297,0.600866,172.06,5
661693.426831321,1509852.803705728,0.6024079999999999,173.15,5
661693.448837135,1509852.158500823,0.633248,176.35,5
661693.488873577,1509851.513406987,0.610118,173.58,5
661693.528910018,1509850.868313151,0.633248,177.02,5
661693.569060034,1509850.204781716,0.621426,177.3,5
661693.627240685,1509849.541361351,0.5982959999999999,173.6,5
661693.667277125,1509848.896267515,0.631192,178.0,5
661693.707313567,1509848.251173680,0.61166,178.34,5
661693.765380642,1509847.606190915,0.6265660000000001,177.17,5
661693.805417083,1509846.961097079,0.616286,175.99,5
661693.845453526,1509846.316003244,0.66306,177.62,5
661693.163128906,1509845.850842629,0.646098,176.68,5
661693.239340174,1509845.187533334,0.644042,177.81,4
661693.243428910,1509844.523779763,0.633762,178.66,4
661693.247290492,1509843.896901391,0.6399300000000001,180.55,4
661693.287213342,1509843.270245156,0.6193700000000001,180.5,4
661693.309105556,1509842.643477853,0.61423,178.06,4
661693.312967134,1509842.016599482,0.613716,181.33,4
661693.316715136,1509841.408158710,0.6152580000000001,179.21,4
661693.338493770,1509840.799829006,0.6111460000000001,178.92,4
661693.324324709,1509840.172839566,0.625538,178.88,4
661693.292465735,1509839.490426261,0.613202,181.72,4
661693.314357943,1509838.863658960,0.625024,174.9,4
661693.354394360,1509838.218565128,0.6029220000000001,175.61,4
661693.412120692,1509837.628895162,0.600866,171.17,4
661693.488104815,1509837.002461067,0.6265660000000001,172.93,4
661693.600036640,1509836.394686708,0.631192,167.17,4
661693.730226260,1509835.750148221,0.6389020000000001,169.0,4
661693.896477164,1509835.105831871,0.6615179999999999,163.84,4
661694.080758715,1509834.461626591,0.635304,163.2,4
661694.282957340,1509833.835969979,0.667172,161.69,4
661694.503186613,1509833.210424437,0.671798,159.03,4
661694.741560111,1509832.566552366,0.700582,158.29,4
661695.034025548,1509831.923013505,0.7062360000000001,157.07,4
661695.308460354,1509831.279363576,0.691844,153.88,4
661695.618842880,1509830.654373387,0.687732,155.24,4
661695.929225425,1509830.029383201,0.7021240000000001,148.74,4
661696.257411466,1509829.441379286,0.6342760000000001,152.4,4
661696.603741747,1509828.835048844,0.6702560000000001,150.55,4
661696.967989106,1509828.247267075,0.724226,148.45,4
661697.386555578,1509827.622943324,0.77357,146.87,4
661697.823039131,1509827.017168247,0.717544,143.59,4
661698.241151323,1509826.466594903,0.699554,143.79,4
661698.659377111,1509825.897583964,0.699554,142.39,4
661699.095406409,1509825.365559301,0.70418,139.4,4
661699.549466368,1509824.833645715,0.6743680000000001,136.01,4
661700.039587644,1509824.301954279,0.692358,136.0,4
661700.511110393,1509823.862339776,0.662546,136.7,4
661701.000777383,1509823.404398753,0.672312,133.2,4
661701.490557975,1509822.928020138,0.682078,133.53,4
